"rating-other-user-rating","title","title href","username","review-date","text"
"1","Atrocious at best","https://www.imdb.com/review/rw9810928/?ref_=tt_urv","jennbrn","27 May 2024","Easily one of the worst movies I've forced myself to finish. Lopez has lost her acting edge and the plot was more than predictable. The complete overuse of GD was incredibly cringe. I don't even think I would recommend this film as punishment for my worst enemy! The acting by Lopez is completely unbelievable and painful to watch. She also looked too old to be playing the character Atlas. My total bashing of this ""film"" is in hopes to prevent others from wasting 2 hours of their lives they can never get back. Some may be tempted and think, it can't possibly be that bad, but don't say I didn't warn you:)"
"2","Atlas: A Movie with No Direction","https://www.imdb.com/review/rw9812120/?ref_=tt_urv","xanndy-79589","27 May 2024","Atlas is the latest addition to the science fiction genre, starring Jennifer Lopez, and unfortunately, it serves as a textbook example of how a film can squander its potential due to uninspired execution and poor performances. The plot, revolving around humanity's creation of an AI that inevitably goes rogue, is a well-worn trope that has been explored ad nauseam. With such a familiar premise, the film needed exceptional execution to stand out, but it falls short on nearly every front.At the center of this cinematic misstep is Jennifer Lopez, whose portrayal of the protagonist is not just underwhelming but detrimental to the overall experience. Lopez has had her moments in other genres, but here, her acting is painfully wooden and devoid of the emotional depth required for such a pivotal role. Her performance lacks nuance, and her inability to convincingly convey her character's struggles and motivations leaves the audience disconnected and uninterested.One might argue that the script is partly to blame, laden with clichés and uninspired dialogue that do little to flesh out the characters or the world they inhabit. However, Lopez's delivery only amplifies these shortcomings. Her attempts at portraying grief, fear, and determination come across as hollow and unconvincing, turning potentially poignant scenes into tedious displays of forced emotion. The continuous crying scenes, meant to evoke sympathy, instead become monotonous, further highlighting her limited range in this role.The narrative itself, while having a foundation that could have delved into profound questions about AI and human nature, falters due to a lack of innovation and depth. The storyline hints at substance but consistently fails to capitalize on it, resulting in a disjointed and superficial exploration of its themes. This, coupled with Lopez's lackluster performance, makes for a viewing experience that is both boring and frustrating.Visually, *Atlas* is a feast for the eyes. The special effects and cinematography are undeniably impressive, showcasing a futuristic world with meticulous detail. However, in an era where dazzling visuals are increasingly common, they are not sufficient to carry a film plagued by weak storytelling and poor performances. The contrast between the film's aesthetic achievements and its narrative failures is stark, and it serves to highlight just how much *Atlas* misses the mark.The dialogue throughout the film is another significant flaw. Filled with hackneyed phrases and uninspired exchanges, it fails to engage or resonate. Lopez's interactions with other characters are stilted and lack chemistry, further diminishing the film's emotional impact. Her character's journey, meant to be a compelling arc of struggle and triumph, is rendered ineffective by the bland and repetitive dialogue.Ironically, the only redeeming character in *Atlas* is the robot mech suit, Smith. Unlike the human characters, Smith brings a touch of charm and intrigue, offering brief moments of genuine interest and engagement. This mechanical character's presence is a testament to what the film could have achieved with better writing and stronger performances.In conclusion, *Atlas* is a disappointing entry into the sci-fi genre, bogged down by a clichéd plot, poor execution, and Jennifer Lopez's lackluster performance. While the film excels visually, it fails to deliver a compelling narrative or memorable characters. Lopez's portrayal of the protagonist is a major factor in the film's downfall, and despite the impressive special effects, *Atlas* ultimately fails to rise above mediocrity. The lone bright spot is the character of Smith, but even this is not enough to salvage the film from being a dull and forgettable experience."
"8","Better Than what I expected","https://www.imdb.com/review/rw9807139/?ref_=tt_urv","jjones-99258","25 May 2024","I don't know why everyone's railing on the movie. Yes JLo's acting was subpar, but it wasn't unwatchable. I would rank it 7 but gave it an 8 for its depiction of future warfare and the quality of the CGI. There are some beautifully rendered scenes and the realism is captured in every scene.The relationship building and development of the characters made for a good film. I think all the 1's and 3 ratings are exaggerations and are only reserved for garbage movies. I definitely wouldn't be walking out of the theater or disappointed I watched it at all.I'm watching Civil War right now, which ppl ranked a 7.5 on IMDb. Although I'm not done watching it, I assure you Atlas is better then Civil War."
"7","Not bad for a Netflix movie","https://www.imdb.com/review/rw9824827/?ref_=tt_urv","sissyhippo","3 June 2024","Let's start off by saying Atlas is Ripley from Alien 2 movie now let's throw in Avatar which is where you get these robots. The storyline keeps you moving and your heart racing which means it's not a dull film, the downside is they messed up with the AI voice should have been a woman. The argument between them would have been great so on that they missed the point. As most women in these kind of roles there are no damsels in distress these women characters kick butt and there's no disappointment here. Kind of wish more of the women officers would have survived, it would be a new twist. More ladies."
"1","Horrible","https://www.imdb.com/review/rw9810323/?ref_=tt_urv","jspauletich","26 May 2024","This was a horrible movie, and JLO is a horrible actress.The movie had a decent premise but the acting from Lopez was completely disappointing and disconnected from the movie.Strong who is a favorite of mine did an alright job, but confused why he would sign up for this movie.This is a copy of other movies with the same premise, Pacfic Rim and others, but acting in this movie was the worst I've seen outside reality television.I wish Netflix would do a better job at creating content and spend money on the editing and screening of the shows it puts out.Overall the movie was a waste of two hours of my time and I'm sure countless others."
"6","Dont You Love JLo's Fake Cry?","https://www.imdb.com/review/rw9809561/?ref_=tt_urv","sevplanet-119-485901","26 May 2024","I was adamant to watch this movie knowing it's another JLo's megahit film. However I miss watching her fake cry, her psychotic screams and her fabulous acting. I was not disappointed because there were so many scenes of screams, cries and booty on the screen.Well, for all avid viewers and fans of fake cries, I am recommending this movie to tangle off your frustrations in life. Its truly a great film to watch while gnawing your fingers and nails. Taste better than popcorn, right?Anyway as an after-thought, Hollywood should do more of these fake cries. People worldwide will surely love it and miss it."
"6","They should have given the role to somebody else","https://www.imdb.com/review/rw9809761/?ref_=tt_urv","neptunia-40649","26 May 2024","Jennifer Lopez, although she preformed well, should not have been given the part.A new actor could have reached the audience more efficiently. Come on, she is Jennifer Lopez who played drama and comedies.They must have seeked to find a new Ripley (Aliens).The action is great, the effects are amazing, Lopez performs OK. But this is an action movie, you need an actor who don't care how she looks. Lopez is always aware of how she looks in this movie. She even scrams with grace. They needed someone like Noomi Rapace, or a younger version of Michelle Rodriguez.The film in general is entertaining, a little soapy though. But for a Sunday afternoon to watch it on Netflix with a pasta dish by the side is ok. I believe they missed the opportunity to create something great."
"7","AI Uprising","https://www.imdb.com/review/rw9811765/?ref_=tt_urv","Pairic","27 May 2024","Atlas: Not a bad film but nor a great one either. Similar in some aspects to The Creator in so far as it deals with an AI uprising and the search for the leader of the revolt. The AI supremo Harlan (Simu Liu) manages to control most AIs and starts a war to destroy humanity. Three million people are killed before Special forces overwhelm the androids. Harlan along with some sidekicks escapes off planet. At;as (Jennifer Lopez) was raised with Harlan as her ""brother"", her mother being the cyberneticist who developed him She now works as an analyst for the International Coalition of Nations (ICN) military. When they capture a stay behind droid she manages to extract Harlan's location from his CPU. Atlas fears and hates AIs, she's a;so a misanthrope and has difficulty getting on the mission to capture Harlan. Soon things start to go awry. Some good action sequences depicting the AI revolt in a summarised manner, also great fighting suits with autonomous capabilities. The attack on the spaceship is also impressive as are the hand to hand battles between the androids and special forces. There are a few plot twists which I can't reveal but some important flashbacks help to explain a few things. Acting is OK but there are a couple of plot holes plus the laws of physics being breached without proper explanation. Still. It's worth watching. Directed by Brad Peyton, written by Leo Sardarian and Aron Eli Coleite. On Netflix. 6.5/10."
"1","worst movie ever?","https://www.imdb.com/review/rw9808543/?ref_=tt_urv","carlborgstrom","25 May 2024","I don't know if this is the worst movie ever. But J. Lo and the rest of the ""actors"" are really trying hard to make this hopelessly bad movie even worse. I was doubtful before if I would really watch the film and now in hindsight I wish I had followed my gut and refrained. I understood that it could be bad...but this bad.I take solace in the fact that Ben Affleck sat next to J. Lo at the premiere of this crap and was ashamed of her poor performance in this crappy movie...just as I am now ashamed of watching it...The ironic thing about this film about AI is that the film would probably have been much better if ChatGpt or similar had written the script..."
"1","Bad movie, bad acting. JLo is such a mediocre actor","https://www.imdb.com/review/rw9810220/?ref_=tt_urv","buiakk","26 May 2024","Poorly acted, poorly directed, awful story. Dialogue was trite, overly simplistic and predictable and the cinematography was cheap and took away from any potential interest in the action and dialogue. JLo is such a mediocre actor. Usually actors get better with age, but she is getting worse and worse.Poorly acted, poorly directed, awful story. Dialogue was trite, overly simplistic and predictable and the cinematography was cheap and took away from any potential interest in the action and dialogue. JLo is such a mediocre actor. Usually actors get better with age, but she is getting worse and worse."
"8","Much better than people say","https://www.imdb.com/review/rw9809681/?ref_=tt_urv","jmbwithcats","26 May 2024","This was a good movie, a lot of good writing, and a great opening to what could lead to a promising sequel.Most of what I see by people rating ATLAS low are those who seemed to not be listening or paying attention to the story at all. Maybe they have a kneejerk reaction to Jennifer Lopez, or both.I felt the movie had so many great elements, from the story to the theme of distrusting AI, with a very good reason, unlike many others which use that foundation without ever having a reason why except to be kitschu and cool.Jennifer Lopez did a great job, the relationship between her and Smith was really well developed, Simu Liu did a fantastic job, as did Sterling Brown whose role was minimal.There were some paint by number elements but I forgive them because the deeper elements were there which made the movie enjoyable to me."
"7","Not a masterpiece but very entertaining.","https://www.imdb.com/review/rw9817228/?ref_=tt_urv","leasmith-25365","30 May 2024","Solid, entertaining Sci-fi with some decent CGI and good acting from all...weird bunch hating on JLo, not exactly a fan but to claim she did bad job is just odd. Great premise of a sour relationship that grew between human and AI and a distrust that desolves at a decent pace throughout the movie also.Good script, solid directing and the bots were very cool to see, definitely recommend a watch on a lazy weekend or evening.The only minus I would give this is the premise seemed way to short to stick it into a movie format, in a tv series this could have been a Battlestar galatica type show. Still solid 7/10."
"1","Jennifer was hard to watch!","https://www.imdb.com/review/rw9808751/?ref_=tt_urv","WalyGirl","25 May 2024","Jennifer's performance felt forced and lacking authenticity. Relying too much on the JLo persona to carry the film.The visual effects appeared basic and outdated, raising questions about budget constraints or stylistic choices. The storyline rushed in without allowing for meaningful character development, overshadowing the solid performances of her male costars.It's apparent that she often leans towards self-indulgent projects through her production company, lacking characters with clear substance.Her insatiable need for attention is exhausting! She needs to take time off and give us a much needed break from seeing her everywhere."
"7","BETTER THAN I EXPECTED","https://www.imdb.com/review/rw9810709/?ref_=tt_urv","galexanderp","26 May 2024","Yes she and her manager produce it hence no surprise that she would cast herself as the lead. What was surprising was the level of professionalism that was on display by the entire production crew including Ms. Lopez herself. For the first 40 minutes I sat riveted to the screen never being bored by what I was seeing and hearing.The special effects were first rate not cheaply made. The banter between Jennifer and the A. I. on board was actually a very well written back and forth which gave you food for thought. Would I have eliminated some of the overly gross scenes depicted sure.On balance when you compare some of the other movies that Jennifer Lopez has been featured in this is one of the better ones.What amazes me about Jennifer and the secret to her huge success is her boundless energy and like her or not you have to admire that in a 56 year old which is nothing short of wow."
"7","Character drama within a Sci-Fi setting - Gregory James Cohan stands out with his performance as Smith","https://www.imdb.com/review/rw9809911/?ref_=tt_urv","juliaaveryofficial","26 May 2024","Not exceptional, but a decent drama in a Sci-Fi setting. No spoilers in the review beyond what is shown in the trailer.To shortly review the premise of the movie - Atlas, an analyst, who has suffered major trauma at the hands of an AI as a child, is forced to directly confront it. She becomes part of the team tasked with hunting down said AI and bringing it in to be analyzed.The movie is a Sci-Fi drama. The core of the movie lies with Atlas, played by Jennifer Lopez, having to confront her past and being forced to emotionally mature in her attitude towards AI and trust in general.In that the movie really succeededs. The character of Atlas is often frustrating to watch due to her stubborn attitude towards AI, which puts her and others into danger. However, she experiences a lot of character growth as she works through her trauma.Jennifer Lopez does well in this role. While some of the emotional displays of crying could have used some actual tears, she definitely played the character well and hit the emotions very well. It is very much visible that she understands the character's feelings and is able to give the emotions the necessary gravitas.Simu Liu is very good in his role as a despondent villain. Would have liked to see his story (or thought process) explored more, but understand that while his character is a driving force, he is not the focus of this movie.The best performance we got in this movie was by Gregory James Cohan as Smith. He was fantastic and gave life to a character that otherwise could have felt flat. Personally, I felt most emotionally attached to his character, which is very well-written and wonderfully performed. The perfect balance between a user-oriented AI and Smith's own beliefs and identity.Don't see people mention him in their reviews, which is difficult to understand as he is one of the main characters besides Atlas.Smith is the heart of this movie, and without him the movie would have not been as enjoyable as it was.Personally, some of the people who have an overly negative attitude towards Jennifer Lopez' performance in this movie seem to be more so influenced by their general dislike for her, which makes it difficult to objectively judge her performance.Something which is totally understandable as a lot of us will have actors/actresses that we simply dislike, no matter what they do. However, I think it is best to stay away from their projects instead of going into it with a negative bias. (E.g. I absolutely dislike Ezra Miller and I will not watch anything he is in - I can still acknowledge that he can act well - but my dislike will overshadow any of his performances.)
Jennifer Lopez' gives a solid performance which is nearly not as bad as touted by some reviewers.While the movie is not perfect, it isn't bad either. CGI is sometimes wonky and a lot of things remain unexplained, but there is solid acting by all of the actors/actresses involved. It's also rather easy to suspend disbelief, as the movie is not trying to be hard Sci-Fi. Some of the technological concepts are quite interesting, however the movie, when possible, tries to stay very close to technology that is already exists today/is expected to evolve within the near future. Space travel being the major exception, but since it plays a very minor role it and the concepts aren't explored it is easy to just let it stand as is.Wouldn't recommend this movie to people who want an epic, action Sci-Fi movie.As noted, the movie is a drama within a Sci-Fi setting. But for those who like to explore how trauma can lead to dangerous actions and callous interactions with the world around, it is definitely worth a watch."
"3","Nice idea and spectacular images, but unreal stupid Jennifer Lopez","https://www.imdb.com/review/rw9813645/?ref_=tt_urv","cristiananton-70070","28 May 2024","It could have been a passable movie if it wasn't for this awful Jennifer Lopez ruining it all. Her performance is just horrible, it makes you feel uncomfortable.It's shrill, fake, clumsy, embarrassing, I had to stop the movie a few times because it was driving me crazy. In addition, her character is as unlikeable as she is, a stupid and annoying woman.If we add the very weak script, with stupid lines and the fact that absolutely all the actors are just a set, some talking and walking furniture on the screen, it turns out a film saved only by the special effects.The idea is very good and the images simply spectacular. In fact, the only good lines are from the robots, that's how bad the script is.Shame on the director, he had some good movies before, like Daybreak and Rampage. He made a bit of a joke with Atlas, and the main reason is that he chose this unreal and painfully stupid ""actress"" Jennifer Lopez."
"7","Fun sci fi with heart","https://www.imdb.com/review/rw9812283/?ref_=tt_urv","scott-949","27 May 2024","This has a bit of a rough start, but once it gets going it is a fun ride. Suspension of disbelief is a bit hard to maintain as the film contradicts itself often and the characters make inexplicable decisions. There's a huge problem with the how the show handles the coms with the AI. But all that aside, this film succeeds emotionally. If you want to watch J-lo in a mech suit do cool mech suit stuff and are willing to become emotionally invested, you will be glad you watched this film. It looks great, JLo does her thing as you would expect and it has a big heart, as they say. Don't believe all the hate."
"3","This is an unbelievably dumb sci-fi movie","https://www.imdb.com/review/rw9815373/?ref_=tt_urv","Broccolidwarf","29 May 2024","First let's deal with J-Lo, the least believable action hero in the history of action movies, even as an anti-hero.The whole movie she fluctuates between screaming in panic, having in-debt emotional conversations with an AI, and acting tough in such a transparent way, that a child can see she is playing tough, rather than actually being tough.Either the director is terrible, or her being the producer has given her leeway to come up with her own character entirely, and failing terribly at it.Then there are all the sci-fi aspects.For some reason the AI-enemies are humanoid, they are walking, talking, breathing and acting like humans - despite being build on a planet 2.5 million lightyears away - they are carrying hand held weapons, they are wearing touch screens on their forearms - and the list goes on - it just makes absolutely no sense.The travel aspect is also senseless. They travel to a planet 2.5 million light years away from earth, but nobody is put in cryo sleep, they make it there in hours, and J-Lo's character is introduced to the rest of the crew 30 minutes before reaching the target planet.The planet is supposed to be inhospitable to humans, but somehow the production forgot that halfway through the movie, when suddenly J-Lo no longer needs to be in a contained space with oxygen, but is instead held prisoner in a medieval type dungeon, complete with chains - which has lightbulbs - as if AI robots need that :DI could write a lot more, but honestly this whole thing was so annoying, that I can't be bothered.It get's a 3 for the CGI, which is nice - but everything else is moronic."
"6","Looks like Cem Yilmaz movies","https://www.imdb.com/review/rw9806529/?ref_=tt_urv","betulas","24 May 2024","The threatening character Harlan with the blue eyes completely looks like Cem Yilmaz character 'Komutan Logar' in Gora and Agor! Does Atlas follow those comedy science fictions as he also delves into fictions on AI or extraterrestrials? Cem Yilmaz should be appreciate for leading the art?Too many stories around AI, this is a medial version. Continuous conspiracy on the future with AI. Yet we are almost there. Also movie questions both AI and human-beings are codes, as humans have DNA which is a learning algorithm since the inception of life on earth or even before! So neither of them superiority over other!"
"9","THOUGHT IT WAS GOING TO BE MUNDANE.WAS TOTALLY SHOCKED AT HOW GOOD IT WAS.SMITH RULES.","https://www.imdb.com/review/rw9813318/?ref_=tt_urv","kvxygvtxxg","28 May 2024","I thought this movie,for the first 20 minutes was run of the mill,then it blew my socks off.j lo was brilliant along with AI smith.i've never actually seen a movie like this.please watch to understand what i mean.the emotion i felt for j lo and smith was brilliant.the movie worked so well that i hope they do a follow up.i'm so glad i watched this.it took me two weeks to get around to it but am so glad i did.yes it was far fetched but that was the whole point.this is the best sci-do movie since the last best sci-fi you've seen.watch it and watch it again.i give it a nice 9.5/10.it may seem a near perfect score but a near pperfect movie.i adore sci-do.spacesweepers is another classic.so watch,watch,watch."
"1","What a pathetic lead actress","https://www.imdb.com/review/rw9813672/?ref_=tt_urv","abhisaini66","28 May 2024","This movie could have done better but No!We had to endure a wannabe actress who doesn't know how to act. I mean why would you start a movie with a character who is constantly whining. In movie she asks the head or whoever he is of ICN to go on the mission, then during her whole time there she's whining about the situation she's in. I was starting to feel sorry for the AI who has to keep up with her(just like us viewers).This movie should've focused more on the new planet, the war, the AIs. . But the makers thought to cover more of the cries of JLo than the actual plot. Couldn't complete the movie because of how pathetic JLo is as an actress."
"1","Save 2 hours of your life","https://www.imdb.com/review/rw9812483/?ref_=tt_urv","carl-hooley","27 May 2024","Just don't bother. It's awful. A hashed up mix from lots of other movies, characters you don't care about, a pointless story. I wanted the good guys to lose, that would have made it more interesting. Terrible CGI, plot line was a mess. 2 people I was watching this with (we'd already split into two sessions) left in the last 15 minutes. That is how little you will care about what happens. I wish I'd done the same and saved myself those extra 15 mins of my life. I think Netflix really needs to stop funding bad movies. It's a waste of our money. I'd rather watch maid in Manhattan. That is more dramatic and definitely more entertaining."
"6","I really wanted to hate it","https://www.imdb.com/review/rw9807706/?ref_=tt_urv","K3nnet","25 May 2024","Because J. Lo is the b***ch of the season, it seems trendy to hate her. I do not. I love her and her work. She always puts in the work regardless of any negativity and I admire her work ethic.I wanted to love this film because of the haters but I think it could have been much better. My 3 issues are:Besides the above, the film is not too bad. Just a typical action/sci-fi. I want to see J. Lo act/produce a much better Sci-Fi film soon."
"1","The most UNLIKEABLE character ever created","https://www.imdb.com/review/rw9821900/?ref_=tt_urv","makavelix5","2 June 2024","Congratulations Holywood, you just made the MOST unlikeable, unbearable, annoying character ever..EVER.50 mins in and i had to stop since Jennifer Lopez keeps whinning on AI-chatbot non-stop. It's not only her character being non-stop annoying, she's also one of the most stupid human being while being told by the movie that she's the most intelligent human in human history. The only sensable and good character was the one which told the commandant that she's ''unstable, wrong, bad at relations, cant even take care of a plant'' and the commander answers ''that's why she's the sharpest mind of our time''. Yep, okkaayyy!I can tell scene by scene how incredibly bad those dialogs are but it will be nothing but waste of your time.Anyways, if you want to watch ''Some old woman yells at Siri for 2 hours'', be my guest."
"7","Entertaining filler","https://www.imdb.com/review/rw9815309/?ref_=tt_urv","GabrielSymes","29 May 2024","Do you have a few hours spare and fancy some mindless Sci-fi? Then this might be for you.What you will not get is a coherent plot, stellar acting, challenging story lines, or much of anything else really.What you will get is lots of Jennifer Lopez, some decent CGI and about just enough of a story to hang scenes together. And that is about it. There are gaping potholes. There are distracting peculiarities, and many many things that make zero sense.So if you do decide to give this a go, you will have to leave your common sense and intellect at the door. It will be an easier ride if you do."
"10","Wasn't expecting much but wow a real good film","https://www.imdb.com/review/rw9806366/?ref_=tt_urv","mohammedaakhtar","24 May 2024","I'm not a big sci-fi movie fan, but this one was really good. It had everything, and the heart of the story was about trusting AI. I watched this movie twice now - I really enjoyed it, not gonna lie.Jennifer Lopez was fantastic and portrayed the character of Atlas Shepard brilliantly. She was spot on in her performance, and I think she should take on more roles like this.The director, Brad, did a fantastic job. The CGI in this film looked amazing, and the story was engaging from start to finish.I definitely recommend giving this film a watch. Sit back, relax, and enjoy it - you won't be disappointed."
"6","Titanfall feat Jennifer lopez","https://www.imdb.com/review/rw9814881/?ref_=tt_urv","lochyoneil","29 May 2024","I just watched ""Atlas"" (2024), and while it's visually stunning and action-packed, I couldn't shake the feeling that it borrowed heavily from the ""Titanfall"" games. The movie's storyline about a futuristic world where humans pilot large robots and advanced AI plays a central role felt very familiar. As a big ""Titanfall"" fan, the similarities were too obvious to ignore. It felt like they lifted the main plot right out of the game. Despite that, the movie is still entertaining with impressive visuals and thrilling action scenes, making it worth watching for sci-fi and action fans alike however I do feel that they should acknowledge the usage."
"1","Considerably worse than battlefield earth","https://www.imdb.com/review/rw9808497/?ref_=tt_urv","jamesauerbach","25 May 2024","One of the worst movies we have seen in a long time. We found ourselves angry multiple times that we didn't just stop watching altogether.I never thought I'd see a sci-fi disaster worse than Battlefield Earth in my lifetime, but Atlas with J-Lo on Netflix is giving it a run for its money! The plot is convoluted and nonsensical. The acting is abysmal and in my humble opinion this new movie is a legit candidate for the worst sci-fi film ever made.Has anyone else seen this train wreck? Am I wrong? (and I will add this, I am not a JLo hater. I have historically liked her music and some some of her movies. I am only speaking to this specific movie.)"
"7","Not Bad at All","https://www.imdb.com/review/rw9810866/?ref_=tt_urv","barefootstallion","27 May 2024","When I read many of the reviews, I wasn't expecting a whole lot from this movie. But upon watching it, it left me wondering at some of the negativity it received.Sure, it was a little naive and simple in its story-telling, in its predictability, in some of its 80s style action sequences, but it also struck quite an endearing note, too.I ended the movie with a nice warm fuzzy feeling, glad for the heroine of the story and for how she felt in the end and the connection she made. Also for the growth as a character/person she accomplished and how that was portrayed. Meaning, while a lot of the movie was a big-budget action flick with lots of booms and wild special effects, the way her character growth was told, was very spot on - if in kind of weirdly contrasting way to the rest of the movie, but no less satisfying for being so.I liked this movie a lot. I am hoping we get to see a few more like it."
"6","Pick and mix","https://www.imdb.com/review/rw9814757/?ref_=tt_urv","clalan","29 May 2024","Well the CGI came to the rescue of this film, more a series of clips taken from other great movies.You have the Blade Runner bit, the Terminator main line, followed by the get the girl to persuade the over confident marines bit from Aliens oh and dress her as a copy of one of the best female roles.Throw in a bit of Avatar and out to the public it goes. Ticked its diversity boxes without being over done, but as it's not a remake being ruined by polical agenda's in not a problem.Lead does her best, and it was thoroughly enjoyed by the younger tic toc generation, it's not a Dune story, just designed to be an eye dazzler."
"6","Surprisingly watchable","https://www.imdb.com/review/rw9809314/?ref_=tt_urv","dalego-71802","26 May 2024","I went into this with low expectations, but found it surprisingly watchable once I stopped questioning the poor science and some plot holes. J-Lo is fine, if not exceptional, as the titular lead Atlas Shepherd. Gregory James Cohan makes great use of timing and slight inflection to bring his voice-only AI character Smith to life, and the film functions very much as a traditional buddy film as Atlas, deeply distrustful of AI, must learn to trust Smith 'on the road' together. The other characters are very thin, and the film doesn't give much scope to the actors to flesh them into something more than cardboard cutouts. Simu Liu is sadly not up to the challenge of being the main villain Harlan Shepherd, and a stronger performance (and script) for this character would really have elevated the film.The plot concerns tracking down and capturing Harlan, the AI leader of a genocidal rebellion by AI against humanity. The rebellion was defeated, but Harlan escapes, and the world lives in fear of his possible return to finish the rebellion. While borrowing heavily from earlier films on the subject, it does raise interesting questions about the contemporary fear of AI: is it a boon to mankind, or an existential danger? It's a worthy subject to explore, but the film is weighed down by a very uneven and unconvincing vision of what the future looks like, and the thinness of the writing in places.Still, keep your expectations low and engage your suspension of disbelief, and you will be entertained, and maybe even come away with some self-reflection about your own feelings about AI."
"4","Not terrible but not good","https://www.imdb.com/review/rw9809417/?ref_=tt_urv","rod_esafety","26 May 2024","Pity about the R13 rating as it would be great for kids under that as thats about the maturity of the storyline. It's cheesy, I think there were supposed to be some funny parts but they came off as scripted, and the movie itself was so predictable I was playing a game on my laptop while watching it yet still kept up with what was going on. Jennifer Lopez's acting left a lot to be desired and the AI voice was no better.With the budget they had I would have thought the CGI would be better but I have seen far worse. Overall if you want to watch something you don't have to pay attention to and you just want a background movie it's ok."
"6","Far better than I was expecting","https://www.imdb.com/review/rw9822513/?ref_=tt_urv","john-c-gray","2 June 2024","Half decent film, a lot better than I was expecting given the state of the film industry right now. It's not a good movie by any stretch, but it's seriously not a bad film either. If you were stuck on an airplane and this was on you'd more than happy at the end. Lopez acting ability was stretched and there are times where you it's a little wooden, she's clearly moving on from getting roles just based on her looks though which is a good step. This is an Emily blunt style movie, which is probably why I liked it. Action films for me need a strong baddie, and this one was good, relatable in a cliche kind of way but relatable."
"4","Watched this","https://www.imdb.com/review/rw9812223/?ref_=tt_urv","TV_Ted","27 May 2024","Weeks ago, part of a Netflix pre-release club.While the story ""stole"" from several other Sci-Fi movies, it was dang near watchable... except for Jennifer Lopez. . Sorry, but the woman can't act. She was about as believable as a scientist / astronaut as one might imagine. This would have actually been a better vehicle for someone like Charlize Theron or Emily Blunt. You know... someone who would be able to take the movie / story to the next level. I'm giving it four stars, only because it ""could have been"" OK story, great effects, but what in the heavens was Jennifer Lopez thinking when she took this on? She should stick to silly RomComs, or just being her ""famous"" self. Ugh."
"10","Very good","https://www.imdb.com/review/rw9826691/?ref_=tt_urv","ashehata-32637","4 June 2024","Why everyone is hating the casting of J Lo? She wasn't bad
Her character had a good development and the ending was satisfying to me and made a smile on my face.Let's start showing encouragement and have productive feedback rather than hating a personOf course the CGI was perfect and and there was good chemistry between J Lo & the AIGood background story
Good premise
Good acting
Good world building for the other planet and my only room for improvement is that I would have preferred if there were more world building like showing some animals and how is the food chain there (we could have avoided one of the battles with AI and added a battle with some animals predators)"
"1","Awful plot, execution, acting and - well, everything!","https://www.imdb.com/review/rw9811998/?ref_=tt_urv","zulfana_22","27 May 2024","The only reason I finished the movie is because I was too lazy to get up and turn it off, so I browsed Instagram as the movie played.JLo's Bronx accent was a bugbear for me throughout the movie, as it just didn't fit the role, which was really distracting. The dialogue was flat and predictable. Her acting was so forced, and was a key reason why I was unable to get into the movie.Unfortunately I have to add more characters to be able to post this review, so I'm adding some filler words here! To wrap up, don't bother watching this! Complete waste of 2 hours, but serves me right for not turning it off sooner!"
"7","A good SciFi action.","https://www.imdb.com/review/rw9820836/?ref_=tt_urv","maaaynu","1 June 2024","After watching the gazillion budgeted Rebel Moon 2 last night and being shockingly dissapointed Atlas comes as masterpiece...Its not bit ar the same time... I think i vould almost give it a 10 only because the film makers nailed their intention with the film.They didnt pretend to be amazingly creative with pompous effects or talk big about creating an amazing universe full of characters and mythologies as Snuder does.They made a good old AI vs Mankind sci fi acition drama. Here is a good plot and character development... even though JLo isnt my favorite actress, you know what you will get and she does deliver what is expected well.So again not geoundbreaking in anyway but it never promised that either so its a good entertaining sci fi action.Enjoy :)And again... Rebel Moon 2... so dissapointing :)"
"7","Could have been better","https://www.imdb.com/review/rw9811644/?ref_=tt_urv","achatius1976","27 May 2024","The idea is very good especially nowadays, however they went for the easy to digest chewing gum version. It looks they were scared to question Elon and his gadget so basically it turned into a very expensive and oversophisticated advert for NeuraLink.Pity, because it looked all the actors were really wanted to make it work.Pity, that thinking, arts and all what makes us human would be reserved for Ai...
I'm just wondering how much writing was done by Ai, maybe this is the other reason they didn't want to explore too much on that front.But at least you will have a usual boom, crash, bang movie to convince yourselves that everything is ok, thinking is tiring and somebody will do the job instead of yourselves and you just need to comply and take whatever bull they tell you to take. The zombie apocalypse is here hand in hand with Ai... Good luck."
"6","Not the worst 2 hours i've spent","https://www.imdb.com/review/rw9811215/?ref_=tt_urv","tpoulton-78890","27 May 2024","A lot of hate for J-Lo in some of these reviews and I don't think it warranted. I've watched far worse movies with actors who didn't have me engaged with their characters. Was the plot predictable? Certainly, but still a good take on the dangers of technology and science unbound. The character of Atlas successfully conveyed her dislike and distrust of technology as well as emotively capturing the inevitable reveal. The protagonist was well formed and both believable and feared as the movie moved on. Narration and exposition kept to a minimum and the story allowed to evolve as the movie progressed. Secondary characters kept to a minimum however their lack of growth does not detract from the overall story."
