"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions"
"3","/10","Poor casting of lead characters","https://www.imdb.com/review/rw9339548/?ref_=tt_urv","webperformance","https://www.imdb.com/user/ur128029170/?ref_=tt_urv","24 September 2023","Both the guy and girl leads are awful and painful to watch especially the girl she can't act just horrible and ruins the movie I just can't understand how she got cast. And you know it's just terrible to have to watch her ruin this movie for how ever may hours we are subjected to her terrible acting, the guy lead isn't as bad but not great a real big step down in acting department from previous movies otherwise it's a familiar story we have seen before sone cool new transformers make it interesting but I just can't get past the terrible female actress never seen or heard about her before and hope I don't see anymore if her in future movies.","1 out of 1 found this helpful."
"3","/10","Stop putting humans in the transformer movie","https://www.imdb.com/review/rw9141868/?ref_=tt_urv","lilyloperena","https://www.imdb.com/user/ur129789599/?ref_=tt_urv","23 June 2023","The movie was okay i think it could been better if they would stop putting humans in the transformers movie. They didn't do anything but just make it uninteresting the viewer came to see transformers not unliked storyline and corny lines from the human actors. It should have been more fight scenes and better storyline. I hate when someone creates a movie after the comics but never do create the actual comic u got it from , if that's the case I would have just paid for the comic than the movie. This movie era suck just quit writing movie. I need fantasy and good storyline that are believable not corny and more action it's an action movie! Don't see it's a scam.","2 out of 4 found this helpful."
"3","/10","Please let this franchise end already","https://www.imdb.com/review/rw9463690/?ref_=tt_urv","Luv2Spooge","https://www.imdb.com/user/ur130122628/?ref_=tt_urv","29 November 2023","CGI and special effects-wise, nothing you haven't seen before in any of the previous films. So from that, there's no new innovations, no new real concepts or ""wow"" factors. This brings us to the ""beasts"" robots, which makes absolutely zero sense. Why would robots with plasma cannons, guns, burning laser swords, etc... want to transform into animals? Would a ""punch"" really be more powerful?However, my biggest problem with the life action transformers' concept is that they never explain why an ultra super tough ""almost invincible"" villain would suddenly turn into tin foil at the end of the film for no reason other than because the script calls for it? The same thing with the 1st Transformers movie where Megatron was seemingly invincible and then in the 2nd movie, he was made of paper despite supposely having an upgrade from the spark.Overall the life action series suffer from weak scripts after weak scripts, written by writers who had never seen the original Transformers cartoon. They fail to connect with the audience, even with their poor attempt to contemporize with racial characteristics for the robots, in comparison to the 1984 cartoon movie.3 out of 10 would be extremely generous.","2 out of 4 found this helpful."
"3","/10","Please stop using humans and just leave the cgi","https://www.imdb.com/review/rw9196511/?ref_=tt_urv","tfstbrice","https://www.imdb.com/user/ur130870734/?ref_=tt_urv","17 July 2023","The movie has a lot of potential hence why it was made amongst other money grabbing reasons.Far too many cliches in the first few mins, terrible dialogue and really difficult to sit through.The cgi looks good and I wish in future with these stories or the majority of super hero stories they would just make the movies all CGI and no real people which ruins the movie and takes away from all the nice parts the movie has to offer.And for the love of god stop pigeon holing actors! Just cause they're African American it doesn't mean they slot into the typically stereotyped group that all movies seem to follow - this was very painful within the first 5 minutes alone and just got worse as the movie went on.I wouldn't recommend the movie unless they re-edit most of it where humans are in scene. The CG again is the highlight as with all the other transformers movies.","1 out of 2 found this helpful."
"3","/10","It keeps the attention but it's already seen","https://www.imdb.com/review/rw9187945/?ref_=tt_urv","milosavljevicmiljan-93803","https://www.imdb.com/user/ur131751763/?ref_=tt_urv","13 July 2023","Yet again there is a search for a special key like we already seen in Transformers. And everybody are in the hunt for that key... The major role is a black man and Transformers role is a gorilla actually. Already at the start we have lame jokes about how white man like when you laugh on their jokes etc.. I don't know why the major role for Transformers is a gorilla and for humans is Afro-American....😄 And why Afro-American was caught stealing a car.😄.... So Transformes were unable to break into the museum... Afro_American dude is an expert for stealing and illegal entering..So they used him... . The major scientist is a course Afro_American.... Basically it's a Transformers movie from the Bronx.... But anyway it keeps attention and it kills time.... so enjoy it...","1 out of 2 found this helpful."
"3","/10","Feels like we're just ticking boxes now..","https://www.imdb.com/review/rw9752161/?ref_=tt_urv","danielyallop","https://www.imdb.com/user/ur134922754/?ref_=tt_urv","23 April 2024","At no point did these characters pull me into this movie, there was just zero connection. I have no idea who any of them are! How is that possible for such a big franchise such as Transformers? Is this all they could find when casting? Mirage was the only entertaining character and carried the movie.Also is it just me or did it feel like it took a long time for the movie to take off? I understand we need to develop characters but at times in the first part of the movie I forgot I was even watching a Transformers movie.I felt like the CGI was a little overdone too. I feel like some parts the bots looked almost cartoonish compared to the grungy look from previous movies.","1 out of 1 found this helpful."
"3","/10","THE WORST TRANSFORMERS MOVIE","https://www.imdb.com/review/rw9117803/?ref_=tt_urv","sbmedicalmtortolero","https://www.imdb.com/user/ur135774031/?ref_=tt_urv","13 June 2023","A movie made entirely with CGI, forgettable performances, and not even a music score that can be remembered five minutes after leaving the movie theater. I remember following the Manimals in the first decade of the 21st century, and the story and characters were great, but their inclusion in the Autobots universe reduced them to mere pawns used for fighting without any meaningful involvement. This movie was made solely to generate revenue without any sense of significance. It's likely that this indicates the franchise is exhausted and has declined, reducing it to a mere spectacle of special effects. If I were to be pressed further, I would even say that a developing AI could have written such a weak script for them.","5 out of 10 found this helpful."
"3","/10","Not worth your time","https://www.imdb.com/review/rw9231192/?ref_=tt_urv","bryandraper-55833","https://www.imdb.com/user/ur138470812/?ref_=tt_urv","1 August 2023","I agree with some of these other reviews this is nothing but a cash movie I've lost faith in Michael bay when he made that stupid bumblebee movie now this movie what a waste of movie time actors and stupid human actors I mean great cast especially with Ron Perlman and sing bumblebee again. It was great to see all the different old transformers of the older versions, but the storyline kind of blue does not make any sense whatsoever Michael bay you need to pick some better storylines. I've given up on watching Transformers is the story goes nowhere goes somewhere, but then goes off through it again I am waiting to see the Meg 2. I know this will bring in more money than Michael Bay flop of a movie.","7 out of 14 found this helpful."
"3","/10","Typical Lefty Flop","https://www.imdb.com/review/rw9356650/?ref_=tt_urv","pay-deletep","https://www.imdb.com/user/ur148491728/?ref_=tt_urv","4 October 2023","Step one: hire nobody actors. Step two: base it on race. Step Three: make wyites sound and act stupid. Step four: have a garbage story. Step five: make as much as we can with no care in the world. Typical Hollywood nonsense. So disappointed . There could have been so much more potential if they didn't good full blown budlight shenanigans, all in the impression a small minority of the mentally ill. This movie could have done extremely well with the main character, but I feel it was ruined by the black girl and the story. It was weak and predictable. I can only imagine how much they saved on these low level actors.","7 out of 12 found this helpful."
"3","/10","Poor script below average voiceovers and actors","https://www.imdb.com/review/rw9186178/?ref_=tt_urv","shirajul-83031","https://www.imdb.com/user/ur149969342/?ref_=tt_urv","12 July 2023","Very poor acting and script. They killed the franchiseIf you are a fan of the original Michael bay and sam witwicky transformers then i would suggest simply pretending this movie was never made and just not watching it. It's genuinely a horrible movie. It's got extremely cheesy writing and corny jokes and has so much stuff that takes it completely away from the movies that its supposed to be a prequel for. However if your just looking for a good movie the take the kids too or have never seen the original transformers then you might enjoy it. The story is ok and the fight scenes are pretty good.","1 out of 2 found this helpful."
"3","/10","Terrible","https://www.imdb.com/review/rw9145582/?ref_=tt_urv","joshnortier","https://www.imdb.com/user/ur150551560/?ref_=tt_urv","25 June 2023","Please do not waste your time watching this.The writing is just so corny. I'm glad that I didn't pay to watch this in cinema, struggled to watch this and found myself on my phone instead for half the movie.At least Steve Jablonsky,s Arrival to Earth was used at the end, probably why my review is not lower than 3 stars. Even The Last Knight was better than this mess.All in all I went in with low expectations, and came out of this baffled as to how a script like this can be given the green light for cinema. Looking at the directors history, its not surprising how this movie came out. Hopefully future films is better than this.","7 out of 13 found this helpful."
"3","/10","Just stop","https://www.imdb.com/review/rw9223697/?ref_=tt_urv","iamtheman0928","https://www.imdb.com/user/ur1526955/?ref_=tt_urv","29 July 2023","The plot is clunky, the acting is very poor, and you can't understand what one of the actors is saying during the film. It's not paced, and the action was underwhelming. It's like they face Transformers to the D team with 1/5 of the budget of the original. Not worth your time.I don't understand why they decided to not use real actors but it completely sucks you out of the movie. The plot and how it plays out, didn't make a whole lot of sense either. It felt like they were trying to come up with an excuse to bring Maximals to earth but how it happens doesn't make a whole lot of sense either. Just avoid or start the movie at the 55 minute mark.","3 out of 4 found this helpful."
"3","/10","Wrong movie?","https://www.imdb.com/review/rw9601403/?ref_=tt_urv","christopherkuchma","https://www.imdb.com/user/ur155318058/?ref_=tt_urv","3 February 2024","20 minutes in and barely any transformers. We have thieves, people who can't pay bills, and white people being portrayed as enforcers who disrespect everyone. This has all the elements of a Netflix special; DEI abounds, ensured to have someone with a debilitating illness; and a whole lot of plot that has nothing to do with transformers.Can the original 1985 transformer movie be used as a reference? The movie had mostly transformers, lots of death and destruction and the plot items they had humans were very minor supporting roles... this movie should have been direct to video.Don't waste your time on this movie. Yawn.","4 out of 5 found this helpful."
"3","/10","Monke Business","https://www.imdb.com/review/rw9193818/?ref_=tt_urv","copperhead_eglinton","https://www.imdb.com/user/ur156386165/?ref_=tt_urv","16 July 2023","Sir primal is the only redeeming character in this movie and movie's name is ""Rise of the Beasts"" yet it seems like they were barely involved in the movie. Instead, we got incompetent Optimus prime who has same set of dialogue in almost every part.Annoying and diverse humans which are certainly not needed and looks out of place.Dull story because who loves a good story anyway. Generic and stupid villains who just loves to talk and takes most braindead decisions possible.There's no originality, creativity nor I expected those in the first place but it even failed to do what it's supposed to be i.e., a nice sci-fi action flick with cool CGI and blasts.","1 out of 3 found this helpful."
"3","/10","The CGI ruins it","https://www.imdb.com/review/rw9235379/?ref_=tt_urv","hoschioliver","https://www.imdb.com/user/ur156456403/?ref_=tt_urv","3 August 2023","Don´t get me wrong, CGI in general is ok but why are the CGI effects in this movie worse than in the first installment from 2007? The Robots looks out of place, cheap made and the design is not good.I even dont get why mirage is a porsche? I thought that Jazz is a porsche and mirage a race car. What are the producers doing here?So onto the Cast, the Cast is not that bad, the actors do a ""Ok"" to ""Good"" Job. Even they are likeable.The Story is bland, boring and so 1985 that i almost fell asleep.Unicron and Scourge. Hm did Unicron not be destroyed in the Scourge and Galvatron Timeline/Universe?So if its not this Timeline, why is no Starscream here? Jazz? Soundwave? Shockwave? Why Optimus, Arcee, Mirage and a handfull others?WHAT WAS THE PURPOSE!?I mean, what is the movie going to tell me? The Movie will tell you nothing, thats it.Just 2 hours of some robot action with no deeper storyline, with no deep characters. Just a summer filler.It is ok for an one time only enjoyment, but nothing that will ever be a classic. If the producers had dived deeper into the transformers franchise, they mabe would do a better job, but i have the feeling that the makers of this had never seen an G1 or G2 Transformers Episode or the Movie from 1986.","3 out of 5 found this helpful."
"3","/10","not doing the fans service!!!","https://www.imdb.com/review/rw9221308/?ref_=tt_urv","gafool","https://www.imdb.com/user/ur159433888/?ref_=tt_urv","28 July 2023","Im tired of these interpretations of transformers! The only ones that were even close to correct was prime, arcee, bumblebee, and the three maximals! We want some G1 style movies! The blocky style 80s goodness! Not your interpretation! Michael Bay! You sir suck! Bring the real megatron , starscream, shockwave, if disney can redo the cartoons into movies make the transformers the movie! Then the rebirth of prime! Thses transfomers moves are getting tired! Ya got close with bumblebee and that should have continued! And the gijoe crossover? That will be a disater cause they messed up the gijoe too!","4 out of 7 found this helpful."
"3","/10","Underwhelming and disappointing","https://www.imdb.com/review/rw9147976/?ref_=tt_urv","kristofmatyasfalvi","https://www.imdb.com/user/ur160249558/?ref_=tt_urv","26 June 2023","It is such a peace of garbage, that I've even decided to post a review here.I remember the thrill of the first Transformer movie: good humor, brilliant action and story line. The second already went down hill... decided to sit out the next episodes, and now that the film critics called it AMAZING, I went back.Poor story line, vague action and no tension at all... the only good part was the sound editor who selected the songs...
... and an added bonus: if you dare bringing your wife to the cinema, then just don't do it with this movie. You'll spend a month in detention for it and will have to make up for it to earn back the movie selector right...","22 out of 40 found this helpful."
"3","/10","It will work for the kids","https://www.imdb.com/review/rw9248781/?ref_=tt_urv","niklasthell","https://www.imdb.com/user/ur161070664/?ref_=tt_urv","9 August 2023","It's sadly the era of political correctness in movies now but I was thrilled anyway to see it for the dear childhood memories. Unfortunately there was so little story about the Maximals and more focus on the new human characters who was really bad at acting and scripted. The movie would have been a easy 7 if they dropped the political and focused more on the Transformers instead. I recommend to wait until it's shown on streaming channel or tv because this movie will let you down especially if you liked the first movies. The director we can only hope it's the last and only Transformers movie that he's making. My hope is that there will be a movie just with Transformers and no humans and higher age rating.","5 out of 7 found this helpful."
"3","/10","Just not good and felt like it was trying way too hard.","https://www.imdb.com/review/rw9112813/?ref_=tt_urv","upinflamezzz","https://www.imdb.com/user/ur16112874/?ref_=tt_urv","10 June 2023","I just got back from seeing this movie and wasn't impressed at all. It's quite clear that there's a initiative to cast more non white people in movies. I don't really think that matters much as long as the movie AND acting is good. Sad to say the acting was just not good. It was like they just plucked a couple of peple off the street so they wouldn't have to pay them any significant amount of money. I'm going to come out and say it, ""I groaned when the rap music began and the actors spoke in the inner city ghetto slang that Hollywood thinks all non white people speak in. The Transformers (robots) actually speak better English than the human cast. I thought that was hysterical. The female lead was portrayed as a highly intelligent woman who could read ancient and unknown hieroglyphics, but could speak proper English. What are we doing here? Are we trying to normalize poor speaking habits in our society? As for the plot, I found it the same as all the other Transformer movies. Something happens and the humans need to save the world with the Transformers help. Just skip it and wait for it to come on Netflix.","10 out of 22 found this helpful."
"3","/10","HOW ABOUT TRANSFORMERS BEING MAIN CHARACTERS?","https://www.imdb.com/review/rw9138382/?ref_=tt_urv","fbfwzwxpc","https://www.imdb.com/user/ur165168274/?ref_=tt_urv","21 June 2023","This remake has all the bad things from the previous saga and does not keep the good ones, the Bay's Transformers had many mistakes, but it was at least entertaining and epic in some ways. I'm still waiting for a movie where the TRANSFORMERS are the real MAIN CHARACTERS, because until now they are more like extras, without any story behind apart from being war machines with cool statements. They want you to believe that they are autonomous beings but then they show you exactly the opposite, no emotion robots who just want to battle. I think they should focus on the auto bots and Decepticons individual and collective lives, their culture, their rivalry, strategies. We want to know more about the individuals that conforms the team, they barely speak in the movies, and when they do they just say irrelevant things, they should take the example of Avatar, where Navis are the main characters and the human is more the villain. The transformers are described as a more intelligent race but in reality they does not seem smarter, we can't see the emotions neither. Back to the film itself, it's boring, not funny, childish and too simple. It seems that they didn't put so much effort on writing it.","21 out of 35 found this helpful."
"3","/10","Subpar","https://www.imdb.com/review/rw9111193/?ref_=tt_urv","kuzayettobennaku","https://www.imdb.com/user/ur165733114/?ref_=tt_urv","10 June 2023","To be honest....this movie was disappointing. I appreciated the robots and the graphics and all but this was a lazy script. It is obvious that a lot better could have been done. During the first hour of the movie I felt like the actors were really bad but then about an hour thirty minutes in, it was obvious that it wasn't them but the script. The script felt forced. The script felt loosely written and the romance was so uncalled for. It partly felt like I was watching a power rangers movie or perhaps even mega XLR. Also the songs were completely off. The songs and the scenes they were played at felt forced and unnecessary.","9 out of 19 found this helpful."
"3","/10","Mid","https://www.imdb.com/review/rw9138427/?ref_=tt_urv","nityamsingh-94857","https://www.imdb.com/user/ur166819210/?ref_=tt_urv","21 June 2023","It's below average, it's was unexpectedly bad. Some scenes even got me cringed but well all this is subjective so let's talk about what i find wrong about the movie.Cast:
Human characters were horrible, female lead was a huge miss in my opinion.Plot:
Man, this film was just not it. Plotline was too simple like it was targeted towards kids. There were no complexity like the privious ones, hell i believe this one is worst transformer so far.Action:
Action was great, i do believe there were many times when you'll be like ""WOW"" and out of sudden the scene shift to something different with less energy.Overall it was just bad.","3 out of 5 found this helpful."
"3","/10","Bad actors and storyline is confusing","https://www.imdb.com/review/rw9149679/?ref_=tt_urv","naymarvi","https://www.imdb.com/user/ur167076940/?ref_=tt_urv","27 June 2023","I was expecting to see some famous/recognizable actors to relate with, beautiful models (like Rosie and Megan). The actors chosen for this one were poor actors and didn't do this major movie any justice. A continuous storyline would have been less confusing; as if this movie does not relate to any previous versions that have come out before. At what point in time is this taking place, before all the previous ones or after? If after, then how come humans do not know about the transformers? So confused. The script was poorly written as well, very predictable and elementary.I gave it 3 stars because I did like the graphics, explosives, sound effects.","2 out of 3 found this helpful."
"3","/10","After the last one, I didn't think it could get worse.","https://www.imdb.com/review/rw9189990/?ref_=tt_urv","blogyblog","https://www.imdb.com/user/ur167953475/?ref_=tt_urv","14 July 2023","""Regrettably, 'Transformers: Rise of the Beasts' (2023) is another disappointing addition to the Transformers franchise. Following the relative success of 'Bumblebee', the expectations for a more rewarding viewing experience were significantly raised. However, this instalment has yet to rise to the occasion.The film quickly falls into the trappings of a conventional Transformers movie with a worn-out script and clichés that exhaust themselves within the first 5 minutes. It's an overplayed medley of grating, corny dialogues, the regurgitated trope of a nonsensical device driving the plot, and disorienting action sequences that seem more interested in showcasing explosions than narrative coherence.Character development is a glaring omission, with the human characters and newly introduced 'Maximals' receiving unsatisfactory screen time and poor characterization. Their portrayal is ultimately reduced to shallow attempts at humour and forced emotional beats, neither of which make a significant impact.Furthermore, there needs to be a more comfortable sense of tokenism in the casting choices and musical selection, seemingly aimed at broadening the market appeal rather than genuinely contributing to the story.Despite its shortcomings, the movie is full of entertainment. There are sporadic moments of excitement, but they are too few and far between, lost in the waves of mediocrity that define this instalment. It's a film that might still resonate with ardent Transformers fans, but casual moviegoers would do well to conserve their resources and give this one a miss. Overall, it feels less like a passionate cinematic endeavour and more like another lacklustre cash grab in the Transformers saga.""","2 out of 3 found this helpful."
"3","/10","Fall of the beasts","https://www.imdb.com/review/rw9195931/?ref_=tt_urv","erwancompes","https://www.imdb.com/user/ur168034570/?ref_=tt_urv","17 July 2023","Abysmal casting, writing and execution. Every so-called creative choice in this film appears to be subordinated to political virtue signaling.The actors are terrible and seem to have only been cast for ethnic diversity. The writing is ridiculous and doesn't even attempt to suspend disbelief. Finally, even the CGI is shaky at best and looks downright bad on several occasions.Action, quality CGI and attractive actresses are what made Transformers work. Now that they've abandoned all of the above, this film is vapid, like the shell of a disabled autobot.Nobody should have to pay to watch this fall of the beasts.","1 out of 1 found this helpful."
"3","/10","Transformers: Beasts better of dead!","https://www.imdb.com/review/rw9203660/?ref_=tt_urv","sathwicked","https://www.imdb.com/user/ur168245461/?ref_=tt_urv","21 July 2023","I don't know why they even produced this. The storyline is bad, the direction is bad. If y'all like some stunts, it's bad too. Honestly, the worst transformers movie among all. Every thing is a cliche part for the movie. The movie is slow, with the all time ""We fight till we win"" scenes. They hired the writers from fast and furious, coz the thing's filled with my species, my family dumb. No scene was heartfelt, and no single character was felt. There are no breathtaking scenes and the fights are just for its namesake. The end fight is as dumb as it gets. I'am not getting into the details of it but it's not worth watching!","0 out of 1 found this helpful."
"3","/10","Disappointment","https://www.imdb.com/review/rw9211264/?ref_=tt_urv","marinchikyura","https://www.imdb.com/user/ur168402738/?ref_=tt_urv","24 July 2023","Spent two evenings watching all parts of tf. This part is the worst for me. Very weak plot, poor acting. Complete nonsense. Pathetic attempt to make money just using the name and graphics. There is no humor, no ""wow"" scenes, in general, nothing that would make this film memorable. They wanted to make some kind of deadpool out of Mirage - it didn't work out. The whole film is made as if by schoolchildren. If I had watched this in a cinema, I would have regretted the time and money spent. And I wouldn't be able to watch it to the end. It's a pity that this franchise is so mediocre. The first two parts are still the best. Very disappointed.","2 out of 3 found this helpful."
"3","/10","Disappointing","https://www.imdb.com/review/rw9233492/?ref_=tt_urv","imrdarkx","https://www.imdb.com/user/ur168790429/?ref_=tt_urv","2 August 2023","I thought it could be more wonderful movie like others but why in the world they have power Ranger with armour and optimise prime acts like a confident less man when he should be the man of inspiration and bravery.And why we always see tha humans in the centre why can't a pure mechanica beings screen time and atelst a more defined comparison between the scourge and optimise prime.Comparing to the transferomers:The last Knight this movie is just a monkey dance show how can they disappoint like this in that movie optimise was beacon of hope to the world but in this movie a just hero.........","5 out of 7 found this helpful."
"3","/10","I miss Michael Bay, bring him back!","https://www.imdb.com/review/rw9579045/?ref_=tt_urv","alexamg-15668","https://www.imdb.com/user/ur176308182/?ref_=tt_urv","22 January 2024","Before watching the movie I've read and heard that it's boring and disappointing. But that's what I heard from the Bayverse movies so I thought the movie would be good like the rest. I hesitated to watch Rise of The Beasts though, but finally today I watched it. Turns out the reviews were right. The beginning up until Noah gets into the museum was decent. But from there it went downhill. The acting wasn't so good, the CGI wasn't so good, I could go on. I miss Bay. As much as he surrounded the plot around Humans vs Decepticons/Autobots, he at least made intresting. Need him and the cool fighting back ASAP.","1 out of 1 found this helpful."
"3","/10","A Disappointing Repetition Without Substance","https://www.imdb.com/review/rw9738016/?ref_=tt_urv","gsilecchia","https://www.imdb.com/user/ur176950876/?ref_=tt_urv","15 April 2024","In the much-anticipated chapter ""Transformers: Rise of the Beasts,"" directed by Steven Caple Jr., there was an expectation for an injection of new life into the franchise of giant robots. What we got instead was an empty and uninspired repetition of the same old battles, confirming the criticisms directed at the previous films. The premise seemed promising: a setting in the 1990s, new characters, and the promise of a more intimate and engaging narrative. But the film gets lost in the franchise's clichés, failing to offer anything truly new or innovative. One of the most glaring issues is the lack of propulsive energy. Despite attempting to focus the action in a single room, the film lacks tension and a true sense of urgency. The action sequences, while spectacular, become repetitive and devoid of meaning, leaving audiences with a sense of apathy rather than excitement. Unfortunately, the human characters fail to lift the film from its mediocrity. The dialogues are embarrassing, and the plot is unconvincing. Despite the introduction of new faces, there is a lack of depth and interest necessary to truly make them shine on screen. Furthermore, the visual design of the robots themselves is disappointing. They lack originality and inspiration, resulting in personality-less and charmless creatures. Even the promises of Autobot innovation fall on deaf ears, with the film desperately clinging to the same old tricks instead of trying to evolve. ""Transformers: Rise of the Beasts"" is a disappointing repetition without substance, lacking spark, originality, and anything that truly makes it worthy of the audience's attention. For those seeking an engaging and memorable cinematic experience, this film is nothing but a misstep in the long journey of the Transformers saga.","1 out of 1 found this helpful."
"3","/10","How the mighty have fallen","https://www.imdb.com/review/rw9748855/?ref_=tt_urv","sieckquentin","https://www.imdb.com/user/ur180529299/?ref_=tt_urv","21 April 2024","Just eagerly watched Rise of the Beasts and was completely underwhelmed. I even saw reviews where people said the final scene was the only saving grace but I don't even think that was true. I give points for trying to be creative and trying new things but they just fell flat or felt forced and left a bad taste, not to mention there were times that the CGI was glaringly awful. Also, the ending scene (not post credit but final scene) was almost too ridiculous and felt overly forced again. This movie is a little over 2 hours, I'm 20 minutes into the first Transformers and I'm already more entrained than I was for the entirety of Rise of the Beasts. At this point I've lost all hope for the franchise to ever return to it's former glory.","1 out of 1 found this helpful."
"3","/10","No wonder why the writers are paid poorly","https://www.imdb.com/review/rw9197499/?ref_=tt_urv","Y1fan","https://www.imdb.com/user/ur20351424/?ref_=tt_urv","17 July 2023","This is quite a disappointment to watch. Multiple flaws in the story, not to mention the the discontinuance of the flow plus the obviously theatrical scenes.I personally look for a logically comprehensive stories and if a multi-million dollar film can't deliver a story that makes sense then I don't know what the writers are doing.In light of the recent strike of writer's guild I wonder who's responsibility it lies that this film ended with a half baked story. Is it the production companies that pays poorly so the writers can't deliver a good story or is it the writers who can't deliver a story therefore they get poorly paid? The result is the same they get paid poorly we get bad movies.","1 out of 2 found this helpful."
"3","/10","What a piece of garbage","https://www.imdb.com/review/rw9185279/?ref_=tt_urv","mrbwiz422","https://www.imdb.com/user/ur2399618/?ref_=tt_urv","12 July 2023","What an absolute piece of garbage this movie is.It's not even fun which is the worst part.The music is terrible. I don't think they're even hiring actors for movies anymore, just picking random people from malls. The cars aren't even nice looking, what is that blue streak with the porsche logo? God awful, tacky as hellThis is an Omicron movie, it has Michelle Yeoh voice acting! But all utterly and absolutely wasted.I have no idea what they were thinking with this movie. The creators have actually gotten much worse over time, I actually enjoyed the prior Transformers films as stupid yet fun action CGI set pieces.I hope this movie loses everyone involved a ton of money, it's what they deserve.","0 out of 2 found this helpful."
"3","/10","One large disappointment","https://www.imdb.com/review/rw9205155/?ref_=tt_urv","eddie16-41-930931","https://www.imdb.com/user/ur25955898/?ref_=tt_urv","21 July 2023","I grew up with Transformers, I had the toys and I really looked forward to the movies and for the most (up to now) I've enjoyed them.This film however (and I'm sorry to say) is by far the worse of the series. I would go to the point it should never have been made, I did not enjoy a single moment of this well below average film - I really don't know what was going through the minds of the writers. I really wanted to enjoy this film.If this is going to be the new franchise, save the money and don't waste your time writing and making it. I know I am not going to waste time or money watching it.","0 out of 1 found this helpful."
"3","/10","Bad movie...save your money!","https://www.imdb.com/review/rw9112565/?ref_=tt_urv","craigthomas90","https://www.imdb.com/user/ur26816306/?ref_=tt_urv","10 June 2023","It's the same stuff...how can you make so many movies, exactly the same way doing the same things? Talk about copy and paste! Damn Fast and Furious vibes! This movie was boring random. They tried to use the 90s nostalgia because I guess the 80s nostalgia has been bastardized. At this point. It's the same jargon the same rhetoric there is nothing fresh there is nothing new there for this movie is the most on suspenseful thing I've probably ever seen, I don't know who is greens lights these things but it Science Fiction God for bid you think outside the box and get creative. I understand that may not be the target demographic but when movies are this expensive, you have to target more than just kids you have to give parents a reason to want to take their kids out to the theater and pay those exorbitant prices and you have to entertain the adults as well. If the adults want to see the movie, they will definitely take their kids out to see the movie, this film has none of that I would say just watch any one of the other transformers movies and you will have the same affect and it will be much cheaper. The first movie still remains king. At least in this movie there weren't any Deceptacon's transforming into humans.","10 out of 27 found this helpful."
"3","/10","Stop faking history !","https://www.imdb.com/review/rw9186993/?ref_=tt_urv","Ms4you","https://www.imdb.com/user/ur33447189/?ref_=tt_urv","13 July 2023","Why would you mention false information's about a great civilization like the Ancient Egyptians , without even checking how accurate that info's are !??I'll never understand that .Fyi : Nubia was the name of a region in the Nile Valley below ancient Egypt that was known as kush. Egypt is the oldest civilization not Nubia as The Early Dynastic Period in Egypt had its start around 3100 BCE while the Nubian history beginning can be traced from c. 2000 BCE.2nd - why remaking a wonderful, funny , amusing movie series in such a bad way ?Is the world had lost all the great ideas you can use to make something worth watching any more !?","0 out of 2 found this helpful."
"3","/10","Same old boring stuff","https://www.imdb.com/review/rw9206502/?ref_=tt_urv","princepurple1979","https://www.imdb.com/user/ur35131255/?ref_=tt_urv","22 July 2023","Another rehash of the tired same old story line with the most uncharismatic leading pair ever in a transformer movie!The movie is filled with plot holes and convinences that will make you want to pull your hair out. Why do they so desparately want the humans to play such a big role in these movies? Woulve been much better with a longer screen time for the maximals and more Kong and Rhino fight scenes
And whats up with the casting? It was so boring watching the two leading human characters - no charm, no attraction and no spark what soever! Worst casting job ever
Bring back the raw charm of the first movie and bring back some Megan fox - terribly disappointed with this one.","2 out of 4 found this helpful."
"3","/10","Boring and political","https://www.imdb.com/review/rw9203585/?ref_=tt_urv","cc36","https://www.imdb.com/user/ur41466389/?ref_=tt_urv","21 July 2023","Stray from the main characters and this is what is left: nothing worth watching and Hollywood is going all political and it's not entertaining. I watch movies to escape political turmoil and the strain of everyday life. Don't want it added into every story we watch. Transformers do not do things that are bad. They are there to help. How about work together to conquer good story instead of the typical stereotype of pitting groups against each other. So people believe this is really fun and exciting to watch? The transformers even look cheaper done with special effects... if that is even possible.","1 out of 2 found this helpful."
"3","/10","They just keep making the same mistakes","https://www.imdb.com/review/rw9190257/?ref_=tt_urv","mfeierskov","https://www.imdb.com/user/ur44864760/?ref_=tt_urv","14 July 2023","How hard is it to remove all the stupid things from these movies to make them better?Why does the heroine have to be an intern that somehow is smarter than everyone else, who they pull away from getting the drycleaning to identify art forgeries I'm 10 seconds, but somehow still doesn't get credit?Why do the autobots just accept that the humans are tagging along on their travels, because they said they were in a stern voice?Why does the movie spend way too long on a subplot with a sick brother, only to not do anything with it, instead of building the personalities of the bots, that we are supposed to feel sorry for, when they are killed?Why can these supremely advanced bots never hit two slow moving random humans running through a fight, but they perfectly hit everything when fighting each other?Why does every single thing conveniently have to be somewhere that only humans can reach, so there is a reason for them to be there? The bots don't want to reveal themselves, but two seconds later they are crashing through the area anyway.Why does Wheeljack have glasses that he has to correct all the time, just illustrate that he's a nerd. It barely better than the one with the gold tooth from Michael Bay's movies.Why does a walkie talkie somehow reach from New York to Peru?Why is there an interface for humans and an access code, that has to be entered at the last minute, to stop a global catastrophe?I could go on and on with these infuriating things. Either the people making the movies are morons or they think they audience is. Please stop making these movies.","11 out of 25 found this helpful."
